S. No,offer_id,reward_id,label_in_english,total_payout_in_paise,total_revenue_in_paise
1592,2399,2597,Complete Registration,300,0
1593,2400,2598,Register Now,800,0
1594,2401,2599,Register,600,0
1595,2402,2600,Download,3450,0
1596,2403,2601,Complete Transaction,2300,0
1597,2404,2602,Complete Registration,250,0
1598,2405,2603,Download,31,0
1599,2406,2604,Download,150,0
1600,2407,2605,Complete Registration,5000,0
1601,2408,2606,Complete Registration.,600,0
1602,2409,2607,Deposit and Play,500,0
1603,2410,2608,Complete Install,300,0
1604,2411,2609,Deposit and Play,500,0
1605,2412,2610,Register,800,0
1606,2413,2611,Register And Deposit,3000,0
1607,2964,3191,Download,240,800
1608,2414,2612,Register and Deposit,3000,0
1609,2415,2613,Complete Registration,400,0
1610,2416,2614,Register,261,0
1611,2417,2615,Register,570,0
1612,2418,2616,Download,237,0
1613,2419,2617,Complete Install,31,0
1614,2420,2618,Complete Install,31,0
1615,2421,2619,Register,800,0
1616,2422,2620,Account Open,5000,0
1617,2423,2621,Register,1000,0
1618,2424,2622,Register,750,0
1619,2425,2623,Register,568,0
1620,2427,2625,Download,331,0
1621,2428,2626,Register,284,0
1622,2429,2627,Account Open,5000,0
1623,2430,2628,Open Account,5000,0
1624,2431,2629,Register and Deposit,3000,0
1625,2432,2630,Register And Deposit,3000,0
1626,2433,2631,Cashback on first gameplay,800,0
1627,2434,2632,Cashback on first gameplay,800,0
1628,2435,2633,Download,308,0
1629,2426,2624,Register,2500,0
1630,2436,2634,Complete Registration,10000,0
1631,2437,2635,Register,800,0
1632,2438,2636,Deposit and Play,500,0
1633,2439,2637,Deposit and Play,500,0
1634,2440,2638,Account Open,5000,0
1635,2442,2640,Register and Deposit,2000,0
1636,2965,3192,Download,20,253
1637,2443,2641,Download,148,0
1638,2441,2639,Register,300,0
1639,2445,2643,Download,350,0
1640,2446,2644,Register,350,0
1641,2447,2645,Complete Registration.,280,0
1642,2448,2646,Download,280,0
1643,2449,2647,Download,280,0
1644,2450,2648,Download,280,0
1645,2451,2649,Download,300,0
1646,2452,2650,Register,7790,0
1647,2453,2651,Download,61,0
1648,2454,2652,Register,415,0
1649,2455,2653,Download,30,0
1650,2456,2654,Download,44,0
1651,2457,2655,Register,350,0
1652,2965,3193,Additional Task,130,0
1653,2458,2656,Download,236,0
1654,2459,2657,Register and deposit,6000,0
1655,2460,2658,Register,7000,0
1656,2461,2659,Register,267,0
1657,2462,2660,Register and deposit,2000,0
1658,2463,2661,Download,30,0
1659,2464,2662,Register on APK,300,0
1660,2465,2663,Complete Transaction,5000,0
1661,2466,2664,Register,800,0
1662,2467,2665,Download,200,0
1663,2468,2666,Download ,150,0
1664,2469,2667,Download,30,0
1665,2470,2668,Register Now,800,0
1666,2470,2669,Additional Task,1300,0
1667,2471,2670,Register and Deposit,1200,0
1668,2472,2671,Download,44,0
1669,2472,2672,Additional Task,110,0
1670,2473,2673,Complete Install,200,0
1671,2474,2674,Complete Install,31,0
1672,2475,2675,Complete Registration,10000,0
1673,2476,2676,Complete Install,200,0
1674,2478,2678,Complete Registration,5000,0
1675,2479,2679,Complete Install,150,0
1676,2480,2680,Complete Registration,4000,0
1677,2481,2681,Complete Registration,5000,0
1678,2482,2682,Download,200,0
1679,2482,2683,Additional Task,460,0
1680,2360,2558,Register on the app,300,0
1681,897,1044,Complete Registration,200,0
1682,2484,2685,Open Account,10000,0
1683,2485,2686,Deposit and Play,500,0
1684,2486,2687,Register and deposit,1000,0
1685,2487,2688,Download,50,0
1686,2487,2689,Additional Task,80,0
1687,2488,2690,Complete Install,200,0
1688,2489,2691,Download,200,0
1689,2490,2692,Complete Registration,400,0
1690,2491,2693,Complete Registration,12000,0
1691,2492,2694,Complete Registration,400,0
1692,2493,2695,Register,3800,0
1693,2494,2696,Complete Registration,700,0
1694,2495,2697,Complete Registration,700,0
1695,2496,2698,Complete Registration,700,0
1696,2497,2699,Download.,50,0
1697,2498,2700,Complete Registration,12000,0
1698,2500,2702,Complete Registration.,500,0
1699,2483,2684,Complete Registration,400,0
1700,2499,2701,Register,500,0
1701,2501,2703,Download,200,0
1702,2502,2704,Download,200,0
1703,2503,2705,Download,238,0
1704,2504,2706,Download ,150,0
1705,2505,2707,Complete Install,200,0
1706,2506,2708,Download,333,0
1707,2507,2709,Install,400,0
1708,2508,2710,Complete Registration,700,0
1709,2509,2711,Download,400,0
1710,2510,2712,Download,238,0
1711,2511,2713,Complete Registration,800,0
1712,2512,2714,Complete Install,300,0
1713,2513,2715,Download.,30,0
1714,2514,2716,Register,300,0
1715,2515,2717,Register,300,0
1716,2516,2718,Complete Registration,800,0
1717,2517,2719,Complete Install,30,0
1718,2518,2720,Complete Install,400,0
1719,2519,2721,Complete Registration.,500,0
1720,2520,2722,Complete Install,31,0
1721,2521,2723,Complete Registration,250,0
1722,2522,2724,Complete Registration,500,0
1723,2524,2726,Complete Registration,400,0
1724,2524,2727,Additional Task,1200,0
1725,2525,2728,Download,300,0
1726,2444,2642,Complete Registration,400,0
1727,2526,2729,Download,475,0
1728,2528,2730,Download ,150,0
1729,2527,2731,Download ,150,0
1730,2529,2732,Download,300,0
1731,2530,2733,Download,500,0
1732,2531,2734,Register,670,0
1733,2532,2735,Deposit and Play,500,0
1734,2523,2725,Complete Install,500,0
1735,2533,2736,Register,547,0
1736,2534,2737,Download,30,0
1737,2966,3194,,34,100
1738,2536,2739,Complete Registration,1000,0
1739,2537,2740,Open Account,5000,0
1740,2538,2741,Register,600,0
1741,2539,2742,Complete Install,30,0
1742,2540,2743,Offer complete,31,0
1743,2541,2744,Complete Registration,5000,0
1744,2967,3195,Download,34,100
1745,2543,2746,Download,500,0
1746,2543,2747,Additional Task,430,0
1747,2544,2748,Register and Deposit,3500,0
1748,2545,2749,Complete Registration.,500,0
1749,2546,2750,Complete Deposit,300,0
1750,2547,2751,Register,7100,0
1751,2548,2752,Register,5000,0
1752,2549,2753,Register and Deposit,3300,0
1753,2550,2754,Download,230,0
1754,2987,3219,Complete Deposit,200,650
1755,2552,2756,Open Account,5000,0
1756,2553,2757,Open Demat Account,40000,0
1757,2554,2758,Open Demat Account,40000,0
1758,2555,2759,Register Now,800,0
1759,3477,3667,Complete Registration,300,1000
1760,2557,2761,Complete Deposit,50000,0
1761,2558,2762,Open  Account,4000,0
1762,2559,2763,Complete Registration,300,0
1763,2560,2764,Complete Registration,300,0
1764,2561,2765,Complete Registration,700,0
1765,2562,2766,Download,31,0
1766,2563,2767,Account Open,5000,0
1767,2564,2768,Complete KYC,5000,0
1768,2248,2439,Make a Purchase,500,0
1769,2565,2769,Download,500,0
1770,2566,2770,Download,500,0
1771,2567,2771,Download,31,0
1772,2568,2772,Complete Install,500,0
1773,2568,2773,Additional Task,1250,0
1774,2569,2774,Complete Install,1,0
1775,2570,2775,Complete Install,5,0
1776,2571,2776,Register,335,0
1777,2572,2777,Download.,150,0
1778,2573,2778,Download ,200,0
1779,2574,2779,Complete Subscription,46000,0
1780,2575,2780,Download,40,0
1781,2576,2781,Deposit and Play,4000,0
1782,2577,2782,Download,150,0
1783,2578,2783,Register,5500,0
1784,2579,2784,Install App,200,0
1785,2580,2785,Download,431,0
1786,2581,2786,Register And Deposit,3500,0
1787,2582,2787,Register,1500,0
1788,2583,2788,Download,31,0
1789,2584,2789,Download,47,0
1790,2585,2790,Download ,7000,0
1791,2586,2791,Complete Install,200,0
1792,2587,2792,Complete Install,31,0
1793,2588,2793,Complete Install,200,0
1794,2589,2794,Complete Registration,500,0
1795,2590,2795,Register,800,0
1796,2591,2796,Download,700,0
1797,2551,2755,Open Account,7000,0
1798,2592,2797,Download,200,0
1799,2970,3198,Register,250,1000
1800,2593,2798,Open Account,13000,0
1801,2594,2799,Register and Deposit,600,0
1802,2595,2800,Complete Registration,400,0
1803,2596,2801,Install App,300,0
1804,2597,2802,Install App,300,0
1805,2598,2803,Download,167,0
1806,2599,2804,Complete Install,300,0
1807,2542,2745,Complete Registration,5000,0
1808,2600,2805,Download,143,0
1809,2601,2806,Download,200,0
1810,2602,2807,Complete Registration.,500,0
1811,2603,2808,Download,250,0
1812,2604,2809,Complete Registration.,500,0
1813,2605,2810,Register,400,0
1814,2606,2811,Register,800,0
1815,2607,2812,Register,500,0
1816,2608,2813,Register,600,0
1817,2609,2814,Install App,400,0
1818,2610,2815,Account Open,8000,0
1819,2611,2816,Register,500,0
1820,2612,2817,Complete Deposit,10000,0
1821,2613,2818,Register,5000,0
1822,2614,2819,Complete KYC,7000,0
1823,2614,2820,Additional Task,3500,0
1824,2615,2821,Complete Registration.,500,0
1825,2616,2822,Register,335,0
1826,2617,2823,Register,1500,0
1827,2618,2824,Complete Install,300,0
1828,2619,2825,Register,500,0
1829,2620,2826,Download,240,0
1830,2621,2827,Download ,300,0
1831,2621,2828,Additional Task,1250,0
1832,2622,2829,Complete KYC,3500,0
1833,2623,2830,Register,800,0
1834,2624,2831,Complete Install,500,0
1835,2625,2832,Download ,200,0
1836,2625,2833,Additional Task,2900,0
1837,2626,2834,Register Now,800,0
1838,2626,2835,Additional Task,800,0
1839,3495,3687,Additional Task,1200,0
1840,2627,2837,Additional Task,1510,0
1841,2628,2838,Download,250,0
1842,2629,2839,Complete Registration,800,0
1843,2630,2840,Play first game.,400,0
1844,2631,2841,Complete Registration,500,0
1845,2632,2842,Complete Registration,300,0
1846,2633,2843,Register Now,700,0
1847,2634,2844,Download.,100,0
1848,2634,2845,Additional Task,70,0
1849,2635,2846,Download,148,0
1850,2636,2847,Complete Registration,300,0
1851,2637,2848,Open Account,5000,0
1852,2969,3197,Complete Registration,200,750
1853,2639,2850,Complete Registration,500,0
1854,2640,2851,Play first game,300,0
1855,2640,2852,Additional Task,100,0
1856,2641,2853,Download,200,0
1857,2642,2854,Complete Registration,230,0
1858,2644,2856,Complete Registration,700,0
1859,2645,2857,Complete Registration,500,0
1860,2646,2858,Complete Install,200,0
1861,2647,2859,Complete Subscription,15000,0
1862,2648,2860,Complete Install,200,0
1863,2643,2855,Download,47,0
1864,1025,1187,,7500,0
1865,2818,3038,Additional Task,650,0
1866,2535,2738,Register,333,0
1867,2968,3196,Deposit,1495,4983
1868,2650,2862,Register,300,0
1869,2638,2849,Download,31,103
1870,2651,2863,Register,650,0
1871,2971,3199,Register,300,1392
1872,2654,2865,Complete Install,200,0
1873,2655,2866,Register,4700,0
1874,2656,2867,Complete Install,31,100
1875,2657,2868,Complete Registration,500,2000
1876,2658,2869,Register,700,2400
1877,2659,2870,Complete KYC,4000,11200
1878,2660,2871,Complete KYC,5000,24000
1879,2662,2873,Download,200,1500
1880,2662,2874,Additional Task,3600,0
1881,2663,2875,Complete Registration,1000,0
1882,2664,2876,Register,300,1000
1883,2665,2877,Register,477,1600
1884,2666,2878,Complete Install,500,0
1885,2667,2879,Complete Registration,600,2500
1886,2668,2880,Complete Install,400,1200
1887,2669,2881,Complete Deposit,100000,399238
1888,2670,2882,Complete KYC,3500,11977
1889,2671,2883,Complete Install,31,100
1890,2672,2884,Complete Registration,800,0
1891,2673,2885,,480,1600
1892,2674,2886,Complete Registration,700,0
1893,2675,2887,Complete Registration,700,0
1894,2676,2888,Complete Install,300,0
1895,2709,2921,Download,500,2080
1896,2677,2889,Deposit and Play,500,1600
1897,2678,2890,Download,500,2080
1898,2679,2891,Download,500,2080
1899,2680,2892,Download,500,2080
1900,2681,2893,Download,500,2080
1901,2682,2894,Download,500,2080
1902,2683,2895,Download,500,2080
1903,2684,2896,Download,500,2080
1904,2685,2897,Download,500,2080
1905,2686,2898,Download,500,2080
1906,2687,2899,Download,500,2080
1907,2688,2900,Download,500,2080
1908,2689,2901,Download,500,2080
1909,2690,2902,Download,500,2080
1910,2691,2903,Download,500,2080
1911,2692,2904,Download,500,2080
1912,2693,2905,Download,500,2080
1913,2694,2906,Download,500,2080
1914,2695,2907,Download,500,2080
1915,2696,2908,Download,500,2080
1916,2697,2909,Download,500,2080
1917,2698,2910,Download,500,2080
1918,2699,2911,Download,500,2080
1919,2700,2912,Download,500,2080
1920,2701,2913,Download,500,2080
1921,2702,2914,Download,500,2080
1922,2703,2915,Download,500,2080
1923,2704,2916,Download,500,2080
1924,2705,2917,Download,500,2080
1925,2706,2918,Download,500,2080
1926,2707,2919,Download,500,2080
1927,2708,2920,Download,500,2080
1928,2710,2922,Download,500,2080
1929,2711,2923,Download,500,2080
1930,2712,2924,Download,500,2080
1931,2713,2925,Download,500,2080
1932,2714,2926,Download,500,2080
1933,2972,3200,,300,1144
1934,2973,3201,Complete Install,200,980
1935,2974,3202,Complete Registration,300,1144
1936,2975,3203,Complete Registration,1000,8169
1937,2976,3204,Complete Registration,300,1225
1938,2977,3205,Complete Registration,1000,4330
1939,2978,3206,Download,245,816
1940,2980,3208,Register,400,1500
1941,2981,3209,Open Account,10000,35000
1942,2982,3210,Download,200,816
1943,2983,3211,Complete Install,150,800
1944,2985,3216,Additional Task,200,0
1945,2988,3220,Complete Install,200,600
1946,3478,3668,30% Cashback on Subscription,3000,4000
1947,2999,3231,Open Account,7000,23000
1948,3017,3249,Register,1500,5300
1949,3019,3251,Download,300,1100
1950,3020,3252,Register,30,106
1951,3021,3253,Register,700,2446
1952,3022,3254,Download,30,106
1953,3023,3255,Download,30,106
1954,3024,3256,Register,900,3017
1955,3025,3257,Register,4500,15000
1956,3026,3258,Register,245,815
1957,3027,3259,Complete Registration,12200,4500
1958,3028,3260,Download,150,595
1959,3029,3261,Download,150,595
1960,3030,3262,Complete Registration,367,1223
1961,3031,3263,Account Open,5000,19000
1962,2715,2927,Download,500,2080
1963,2716,2928,Download,500,2080
1964,2717,2929,Download,500,2080
1965,2718,2930,Complete Registration,400,1500
1966,2720,2931,Download,500,2080
1967,2719,2932,Download,500,2080
1968,2721,2933,Download,300,1000
1969,2722,2934,Complete Deposit,1500,1500
1970,2723,2935,Complete Deposit,100000,399238
1971,2724,2936,Complete Install,31,100
1972,2725,2937,Register,600,2000
1973,3479,3669,30% Cashback on Subscription,3000,4000
1974,2726,2939,Additional Task,1600,0
1975,2727,2940,Complete Install,200,600
1976,2979,3207,Download,245,816
1977,2729,2942,,36,120
1978,2730,2943,Complete Install,31,100
1979,2731,2944,Complete Install,31,100
1980,2732,2945,Complete Install,30,100
1981,2733,2946,Complete Registration,1000,5000
1982,2734,2947,Complete Install,200,900
1983,2735,2948,Download,150,639
1984,2735,2949,Additional Task,120,0
1985,2736,2950,Complete Install,300,2500
1986,2737,2951,Complete Install,300,2500
1987,2738,2952,Register,500,1500
1988,2738,2953,Additional Task,500,0
1989,2739,2954,Download,150,500
1990,2740,2955,Complete Registration,1000,4000
1991,2741,2956,Complete Install,31,100
1992,2742,2957,Complete Install,31,100
1993,2743,2958,Complete Registration,300,1200
1994,2744,2959,Download,200,700
1995,2745,2960,Complete Install,200,800
1996,2746,2961,Register,200,800
1997,2983,3212,Additional Task,200,0
1998,2984,3213,Complete Install,150,800
1999,2985,3215,Complete Install,150,800
2000,2989,3221,Register,800,4000
2001,2751,2966,Complete KYC,5000,27000
2002,2752,2967,Register,200,600
2003,2752,2968,Additional Task,150,0
2004,2753,2969,Complete Subsciption,80000,17000
2005,2754,2970,Register,478,1600
2006,2755,2971,Register,430,1439
2007,2756,2972,Complete Install,31,100
2008,2757,2973,Complete Install,300,2500
2009,2758,2974,Complete Registration,400,2000
2010,2759,2975,Complete Subsciption,13000,32000
2011,2760,2976,Complete Registration,700,2500
2012,2761,2977,Register,250,800
2013,2762,2978,Complete Install,700,2200
2014,2763,2979,Register,250,800
2015,2764,2980,Purchase,10000,14000
2016,2765,2981,Register,5900,19900
2017,2766,2982,Register,250,800
2018,2767,2983,Download,550,1830
2019,2768,2984,Register,1500,5000
2020,2769,2985,Download,30,100
2021,2770,2986,Download,62,200
2022,2990,3222,Register,250,900
2023,2772,2988,Complete Install,31,100
2024,2991,3223,Download,39,131
2025,2992,3224,Register,900,4001
2026,2773,2989,Complete Registration,500,1600
2027,2774,2990,Download,300,950
2028,2775,2991,Register,1300,3000
2029,2776,2992,Complete Install,700,2400
2030,2777,2993,Complete Install,200,800
2031,2778,2994,Complete Registration,500,1500
2032,2779,2995,Complete Install,38,120
2033,2780,2996,Complete Install,31,100
2034,2781,2997,Complete Install,31,100
2035,2782,2998,Register,30,100
2036,2783,2999,Complete KYC,5000,36091
2037,2784,3000,Download,238,785
2038,2785,3001,Complete Install,600,2100
2039,2786,3002,Download,33,111
2040,2787,3003,Download,150,500
2041,2788,3004,Account Open,5000,24000
2042,2789,3005,Register,600,2700
2043,2790,3006,Download,238,795
2044,2791,3007,Complete Registration,239,800
2045,2792,3008,Complete Registration,200,800
2046,2793,3009,Account Open,5000,23800
2047,2794,3010,Download,200,636
2048,2795,3011,Complete Registration,12000,55000
2049,2796,3012,Download,200,636
2050,2796,3013,Additional Task,280,0
2051,2797,3014,Complete Registration,300,1100
2052,2798,3015,Complete Registration,31,100
2053,2799,3016,Account Open,13000,50000
2054,2800,3017,Complete Subsciption,80000,120000
2055,2801,3018,Complete Subsciption,13000,29000
2056,2802,3019,Complete Registration,300,1000
2057,2803,3020,Complete Deposit,4000,13000
2058,2804,3021,Complete Install,33,100
2059,2805,3022,Complete Registration,1000,0
2060,2806,3023,Complete Install,150,700
2061,2806,3024,Additional Task,650,0
2062,2807,3025,Account Open,6000,20000
2063,2808,3026,Complete Install,700,2200
2064,2809,3027,Download,200,800
2065,2810,3028,Cashback on first gameplay,800,4000
2066,2811,3029,Complete Install,100,600
2067,2811,3030,Additional Task,350,0
2068,2812,3031,Complete Install,31,100
2069,2813,3032,Complete Install,33,120
2070,2814,3033,Register,800,4000
2071,2815,3034,Register,800,4000
2072,2816,3035,Purchase,3000,7000
2073,2817,3036,Complete Trade,15000,30000
2074,2818,3037,Download,150,850
2075,2819,3039,Complete Registration,2000,14000
2076,2820,3040,Complete First Transaction,5000,20000
2077,2821,3041,Complete KYC,5000,30000
2078,2822,3042,Register,800,4000
2079,2823,3043,Play first game,400,1500
2080,2824,3044,Register and Deposit,3500,8500
2081,2825,3045,Download,220,700
2082,2984,3214,Additional Task,200,0
2083,2827,3047,Complete Install,33,100
2084,2828,3048,Download,30,100
2085,2829,3049,Complete Install,31,100
2086,2830,3050,Complete Registration,300,1800
2087,2831,3053,Additional Task,700,0
2088,2831,3051,Complete Registration,300,1800
2089,2830,3052,Additional Task,700,0
2090,2833,3055,Complete Install,31,100
2091,2834,3056,Download,31,100
2092,2835,3057,Download,31,100
2093,2836,3058,Purchase,12000,35000
2094,2837,3059,Purchase,110000,117500
2095,2838,3060,Complete Install,150,500
2096,2839,3061,Cashback on Video view,200,1200
2097,2839,3062,Additional Task,700,0
2098,2840,3063,Purchase,110000,117500
2099,2841,3064,Complete Survey,200,600
2100,2842,3065,Complete First Transaction,5000,21000
2101,2843,3066,Cashback on Video view,200,1200
2102,2843,3067,Additional Task,700,0
2103,2844,3068,Complete Install,200,800
2104,3509,3701,Download,32,106
2105,2846,3070,Download,30,100
2106,2847,3071,Purchase,9000,13500
2107,2848,3072,Purchase,9000,13500
2108,2849,3073,Complete Install,30,100
2109,2850,3074,Download,30,100
2110,2851,3075,Cashback on first gameplay,600,2000
2111,2852,3076,Download,33,100
2112,2853,3077,Register ,300,1000
2113,2832,3054,Download,3000,16000
2114,2854,3078,Complete KYC,7000,24500
2115,2855,3079,Complete Registration,200,650
2116,2856,3080,Complete Registration,200,650
2117,2857,3081,Download,240,800
2118,2858,3082,Complete Registration,250,800
2119,2891,3115,Download and Play a game,30,100
2120,2859,3083,Complete Registration,300,1000
2121,2860,3084,Register,600,2000
2122,2861,3085,Download,300,900
2123,2862,3086,Register,7700,25800
2124,2863,3087,Place Order,4800,16000
2125,2865,3089,Complete Registration,3000,9000
2126,2884,3108,Complete KYC,5000,19000
2127,2866,3090,Register,500,1500
2128,2867,3091,Register,13000,49600
2129,3480,3670,Complete Install,300,1000
2130,2869,3093,Complete Install,31,100
2131,2870,3094,Complete Install,33,100
2132,2871,3095,Register,6000,25000
2133,2885,3109,Complete Install,31,104
2134,2872,3096,Complete Registration,1000,1991
2135,2873,3097,Register,260,877
2136,2874,3098,Register,238,800
2137,2875,3099,Register And Deposit,3000,9000
2138,2876,3100,Complete Install,33,100
2139,2877,3101,Complete Install,36,100
2140,2878,3102,Cashback on first gameplay,800,4000
2141,2879,3103,Download,238,800
2142,2864,3088,Buy Subscription,47000,60000
2143,2880,3104,Complete Deposit,1800,0
2144,2881,3105,Register,430,1426
2145,2882,3106,Download,600,2000
2146,2883,3107,Complete Install,31,100
2147,2886,3110,Complete Install,31,104
2148,2887,3111,Complete Install,31,104
2149,2889,3113,Complete Registration,150,494
2150,2890,3114,Complete Registration,400,1991
2151,2892,3116,Register,800,4000
2152,2893,3117,Panda Draw,31,104
2153,2894,3118,Register,470,1600
2154,2895,3119,Complete Install,33,100
2155,2896,3120,Complete Install,33,100
2156,2897,3121,Register,500,2300
2157,2898,3122,Complete Registration,700,2400
2158,2899,3123,Complete Subscription,13000,18000
2159,2900,3124,Play first game,400,1500
2160,2900,3125,Additional Task,60,0
2161,2901,3126,Download,250,800
2162,2902,3127,Register,250,800
2163,2903,3128,Complete Subscription,12000,15000
2164,2904,3129,Register,238,800
2165,2905,3130,Purchase,11000,13500
2166,2906,3131,Account Open,5900,22000
2167,2907,3132,Download,238,800
2168,2908,3133,Complete Install,200,600
2169,2909,3134,Purchase,11000,13500
2170,2911,3136,Complete Registration,500,1513
2171,2912,3137,Complete Install,33,100
2172,2913,3138,Complete Install,33,100
2173,2918,3143,Play and have Fun,31,104
2174,2919,3144,Complete Registration,300,956
2175,2914,3139,Cashback on first gameplay,1000,4000
2176,2915,3140,Complete Registration,500,1593
2177,2916,3141,Play and have Fun,31,104
2178,2917,3142,Complete Deposit,600,2200
2179,2910,3135,Download,400,1200
2180,2920,3145,Complete Install,300,956
2181,2921,3146,Purchase,9500,15000
2182,2922,3147,Register,250,800
2183,2923,3148,Complete Registration,600,1991
2184,2924,3149,Complete Registration,300,1203
2185,2925,3150,Download,243,800
2186,2926,3151,Complete Registration,400,1200
2187,2927,3152,Download,243,800
2188,2928,3153,Complete Deposit,8000,12000
2189,2929,3154,Download,300,800
2190,2930,3155,Complete Install,37,100
2191,2931,3156,Download,50,300
2192,2931,3157,Additional Task,50,0
2193,2932,3158,Register,300,850
2194,2933,3159,Complete Install,400,1200
2195,2934,3160,Complete Install,600,2039
2196,2935,3161,Complete Registration,800,3995
2197,2936,3162,Complete Registration,400,1549
2198,2937,3163,Complete Registration,600,1957
2199,2938,3164,Complete Registration,700,3017
2200,2997,3229,Download,30,106
2201,2940,3166,Open DEMAT Account,40000,47500
2202,2941,3167,Open DEMAT Account,38000,47500
2203,2941,3168,Additional Task,1500,0
2204,2942,3169,Complete Registration,250,700
2205,2943,3170,Complete Registration,500,1500
2206,2944,3171,Download,200,600
2207,2945,3172,Download,34,100
2208,2946,3173,Complete Registration,2500,13288
2209,2947,3174,Complete Registration,1000,4000
2210,2948,3175,Register And Deposit,3500,8500
2211,2949,3176,Download,360,1200
2212,2950,3177,Register,500,1900
2213,2951,3178,Register,500,1900
2214,2952,3179,Register,500,1800
2215,2953,3180,Register,500,1800
2216,2954,3181,Complete Install,250,800
2217,2939,3165,Register,200,600
2218,2955,3182,Register,440,1400
2219,2956,3183,Download,244,800
2220,2957,3184,Download,34,100
2221,2958,3185,Download,39,100
2222,2959,3186,Download,34,100
2223,2986,3217,Complete Install,150,800
2224,2993,3225,Register,900,4001
2225,2995,3227,Complete KYC,5000,16000
2226,2996,3228,Demat Account Open,8000,36733
2227,2998,3230,Download,34,114
2228,3000,3232,Complete KYC,5000,17000
2229,3001,3233,Watch Video,200,600
2230,3002,3234,Complete Registration,400,1400
2231,3003,3235,Register,800,4000
2232,3004,3236,Download,20,106
2233,3005,3237,Complete KYC,6000,19428
2234,3006,3238,Download,150,571
2235,3007,3239,Register,294,980
2236,3008,3240,,6000,20407
2237,3009,3241,Account Open,10000,49794
2238,3010,3242,Complete Registration,300,900
2239,3011,3243,Download,600,3265
2240,3012,3244,Download,250,816
2241,3013,3245,Download,245,816
2242,3014,3246,Download,245,816
2243,3015,3247,Get Quotation,400,1300
2244,3016,3248,Register,1400,4900
2245,3018,3250,Download,200,700
2246,3032,3264,Complete Install,32,106
2247,3033,3265,Complete Install,32,106
2248,3046,3266,Complete Registration,500,2038
2249,3047,3267,Complete Install,32,106
2250,3048,3268,Complete Install,32,106
2251,3049,3269,Complete Install,32,106
2252,3050,3270,Account Open,7000,24950
2253,3051,3271,Watch Video,200,600
2254,3051,3272,Additional Task,70,0
2255,3052,3273,Download,600,2038
2256,3481,3671,Complete Install,200,654
2257,3055,3276,Register,10000,24500
2258,3056,3277,Register,10000,24500
2259,3057,3278,Download,1200,4000
2260,3058,3279,Complete Registration,300,1305
2261,3059,3280,Open DEMAT Account,10000,36691
2262,3060,3281,Watch Video,200,650
2263,3060,3282,Additional Task,120,0
2264,3061,3283,Complete Registration,400,1468
2265,3062,3284,Watch Video,200,650
2266,3062,3285,Additional Task,120,0
2267,3063,3286,Complete Registration,300,1200
2268,3065,3288,Complete Registration,300,900
2269,3064,3287,Buy Subscription,52000,70000
2270,3066,3289,Register,800,4000
2271,3067,3290,Register,350,1100
2272,3068,3291,Download,250,820
2273,3511,3703,Complete Install,32,106
2274,3070,3293,Complete KYC,6000,16000
2275,3071,3294,Complete KYC,6000,17000
2276,3072,3295,Complete Registration,400,1400
2277,3053,3274,Download,39,132
2278,3141,3327,Watch Video,200,600
2279,3073,3296,Download,200,700
2280,3074,3297,Complete KYC,7000,16300
2281,3075,3298,Download,30,107
2282,3076,3299,Download,400,1394
2283,3077,3300,Complete Install,32,107
2284,3078,3301,Register,700,2459
2285,3079,3302,Register,15000,64187
2286,3080,3303,Register,60000,122964
2287,3081,3304,Deposit and Play,500,1800
2288,3082,3305,Complete Install,400,1800
2289,3083,3306,Register,400,1500
2290,3084,3307,Complete Registration,400,1500
2291,3085,3308,Complete Install,200,828
2292,3086,3309,Register,500,1821
2293,3087,3310,Register,600,2200
2294,3088,3311,Download,300,1000
2295,3089,3312,Complete Install,200,828
2296,3116,3313,Register,250,828
2297,3117,3314,Download,300,1300
2298,3117,3315,Additional Task,1110,0
2299,3118,3316,Complete Registration,200,993
2300,3119,3317,Make a Purchase,600,1900
2301,3120,3318,Download,250,700
2302,3121,3319,Register,2000,6621
2303,3122,3320,Download,300,900
2304,3123,3321,Complete Registration,500,1986
2305,3124,3322,Complete Registration.,1500,10000
2306,3137,3323,Register,248,828
2307,3138,3324,Complete Deposit,6500,10000
2308,3139,3325,,700,2483
2309,3140,3326,Obtain Quotation,2500,10000
2310,3164,3353,,10,0
2311,3141,3328,Additional Task,210,0
2312,3142,3329,Complete Install,100,825
2313,3143,3330,Complete Registration,200,989
2314,3144,3331,Complete Install,200,602
2315,2845,3069,Download,250,877
2316,3145,3332,Purchase,11000,13500
2317,3146,3333,Complete KYC,2000,7998
2318,3147,3334,Purchase,11000,14000
2319,3148,3335,Complete Registration,400,1200
2320,3149,3336,Account Open,10000,41228
2321,3150,3337,Download,32,107
2322,3151,3338,Register,800,4000
2323,3152,3339,Register,400,1646
2324,3153,3340,Download,30,107
2325,3154,3341,Download,30,107
2326,3155,3342,Get Insurance,6000,20578
2327,3482,3672,Complete Registration,150,500
2328,3157,3344,,900,4363
2329,3158,3345,Register,900,4363
2330,3159,3346,Complete KYC,2000,9000
2331,3160,3347,Register,800,2634
2332,3161,3348,Complete Registration,400,2000
2333,3161,3349,Additional Task,560,0
2334,3162,3350,Register,400,1482
2335,3163,3351,Complete Install,200,695
2336,3164,3352,Download,200,695
2337,3165,3354,Download,210,695
2338,3166,3355,Complete Registration,10000,16500
2339,3167,3356,Download,200,823
